cell_id	clone_id
SA1091AX1XB01790-A95634A-R03-C12	D
SA1091AX1XB01790-A95634A-R03-C34	D
SA1091AX1XB01790-A95634A-R03-C37	A
SA1091AX1XB01790-A95634A-R03-C38	C
SA1091AX1XB01790-A95634A-R03-C39	A
SA1091AX1XB01790-A95634A-R03-C42	E
SA1091AX1XB01790-A95634A-R04-C07	C
SA1091AX1XB01790-A95634A-R04-C10	C
SA1091AX1XB01790-A95634A-R04-C12	B
SA1091AX1XB01790-A95634A-R04-C13	B
SA1091AX1XB01790-A95634A-R04-C14	C
SA1091AX1XB01790-A95634A-R04-C15	C
SA1091AX1XB01790-A95634A-R04-C21	None
SA1091AX1XB01790-A95634A-R04-C22	A
SA1091AX1XB01790-A95634A-R04-C24	C
SA1091AX1XB01790-A95634A-R04-C29	E
SA1091AX1XB01790-A95634A-R04-C33	D
SA1091AX1XB01790-A95634A-R04-C35	E
SA1091AX1XB01790-A95634A-R04-C36	E
SA1091AX1XB01790-A95634A-R04-C38	C
SA1091AX1XB01790-A95634A-R04-C39	C
SA1091AX1XB01790-A95634A-R04-C41	D
SA1091AX1XB01790-A95634A-R04-C47	A
SA1091AX1XB01790-A95634A-R05-C07	C
SA1091AX1XB01790-A95634A-R05-C11	A
SA1091AX1XB01790-A95634A-R05-C12	A
SA1091AX1XB01790-A95634A-R05-C15	E
SA1091AX1XB01790-A95634A-R05-C17	None
SA1091AX1XB01790-A95634A-R05-C21	A
SA1091AX1XB01790-A95634A-R05-C25	E
SA1091AX1XB01790-A95634A-R05-C30	C
SA1091AX1XB01790-A95634A-R05-C32	C
SA1091AX1XB01790-A95634A-R05-C35	E
SA1091AX1XB01790-A95634A-R05-C36	A
SA1091AX1XB01790-A95634A-R05-C37	E
SA1091AX1XB01790-A95634A-R06-C07	D
SA1091AX1XB01790-A95634A-R06-C08	B
SA1091AX1XB01790-A95634A-R06-C09	E
SA1091AX1XB01790-A95634A-R06-C10	B
SA1091AX1XB01790-A95634A-R06-C12	C
SA1091AX1XB01790-A95634A-R06-C13	C
SA1091AX1XB01790-A95634A-R06-C14	C
SA1091AX1XB01790-A95634A-R06-C16	C
SA1091AX1XB01790-A95634A-R06-C17	E
SA1091AX1XB01790-A95634A-R06-C18	E
SA1091AX1XB01790-A95634A-R06-C20	D
SA1091AX1XB01790-A95634A-R06-C22	B
SA1091AX1XB01790-A95634A-R06-C26	E
SA1091AX1XB01790-A95634A-R06-C29	E
SA1091AX1XB01790-A95634A-R06-C31	None
SA1091AX1XB01790-A95634A-R06-C32	B
SA1091AX1XB01790-A95634A-R06-C33	C
SA1091AX1XB01790-A95634A-R06-C36	E
SA1091AX1XB01790-A95634A-R06-C37	None
SA1091AX1XB01790-A95634A-R06-C40	D
SA1091AX1XB01790-A95634A-R06-C42	E
SA1091AX1XB01790-A95634A-R06-C45	B
SA1091AX1XB01790-A95634A-R06-C46	E
SA1091AX1XB01790-A95634A-R07-C07	B
SA1091AX1XB01790-A95634A-R07-C08	E
SA1091AX1XB01790-A95634A-R07-C10	E
SA1091AX1XB01790-A95634A-R07-C11	D
SA1091AX1XB01790-A95634A-R07-C12	E
SA1091AX1XB01790-A95634A-R07-C13	C
SA1091AX1XB01790-A95634A-R07-C14	A
SA1091AX1XB01790-A95634A-R07-C15	None
SA1091AX1XB01790-A95634A-R07-C22	D
SA1091AX1XB01790-A95634A-R07-C23	D
SA1091AX1XB01790-A95634A-R07-C27	E
