cell_id	clone_id
SA609X10XB02454-A96219B-R17-C08	J
SA609X10XB02454-A96219B-R17-C13	J
SA609X10XB02454-A96219B-R17-C14	J
SA609X10XB02454-A96219B-R17-C17	J
SA609X10XB02454-A96219B-R17-C18	D
SA609X10XB02454-A96219B-R17-C20	J
SA609X10XB02454-A96219B-R17-C21	J
SA609X10XB02454-A96219B-R17-C22	J
SA609X10XB02454-A96219B-R17-C23	J
SA609X10XB02454-A96219B-R17-C24	J
SA609X10XB02454-A96219B-R17-C26	E
SA609X10XB02454-A96219B-R17-C27	J
SA609X10XB02454-A96219B-R17-C28	J
SA609X10XB02454-A96219B-R17-C34	E
SA609X10XB02454-A96219B-R17-C38	J
SA609X10XB02454-A96219B-R17-C40	J
SA609X10XB02454-A96219B-R17-C42	J
SA609X10XB02454-A96219B-R17-C45	J
SA609X10XB02454-A96219B-R17-C47	J
SA609X10XB02454-A96219B-R17-C49	J
SA609X10XB02454-A96219B-R17-C50	J
SA609X10XB02454-A96219B-R17-C51	J
SA609X10XB02454-A96219B-R17-C53	J
SA609X10XB02454-A96219B-R17-C55	J
SA609X10XB02454-A96219B-R17-C56	J
SA609X10XB02454-A96219B-R17-C60	J
SA609X10XB02454-A96219B-R17-C61	J
SA609X10XB02454-A96219B-R17-C62	J
SA609X10XB02454-A96219B-R17-C64	J
SA609X10XB02454-A96219B-R17-C66	E
SA609X10XB02454-A96219B-R17-C68	J
SA609X10XB02454-A96219B-R17-C70	H
SA609X10XB02454-A96219B-R18-C07	J
SA609X10XB02454-A96219B-R18-C08	J
SA609X10XB02454-A96219B-R18-C09	J
SA609X10XB02454-A96219B-R18-C10	J
SA609X10XB02454-A96219B-R18-C11	E
SA609X10XB02454-A96219B-R18-C17	E
SA609X10XB02454-A96219B-R18-C18	D
SA609X10XB02454-A96219B-R18-C19	J
SA609X10XB02454-A96219B-R18-C23	J
SA609X10XB02454-A96219B-R18-C25	J
SA609X10XB02454-A96219B-R18-C26	J
SA609X10XB02454-A96219B-R18-C27	J
SA609X10XB02454-A96219B-R18-C28	J
SA609X10XB02454-A96219B-R19-C63	J
SA609X10XB02454-A96219B-R20-C09	J
SA609X10XB02454-A96219B-R20-C10	J
SA609X10XB02454-A96219B-R20-C14	J
SA609X10XB02454-A96219B-R20-C15	E
SA609X10XB02454-A96219B-R20-C16	J
SA609X10XB02454-A96219B-R20-C18	J
SA609X10XB02454-A96219B-R20-C33	E
SA609X10XB02454-A96219B-R20-C41	E
SA609X10XB02454-A96219B-R20-C45	J
SA609X10XB02454-A96219B-R20-C47	J
SA609X10XB02454-A96219B-R20-C53	J
SA609X10XB02454-A96219B-R20-C64	E
SA609X10XB02454-A96219B-R21-C11	J
SA609X10XB02454-A96219B-R21-C12	J
