cell_id	clone_id
SA530X3XB03295-A98240A-R04-C20	B
SA530X3XB03295-A98240A-R04-C21	C
SA530X3XB03295-A98240A-R04-C33	A
SA530X3XB03295-A98240A-R04-C36	B
SA530X3XB03295-A98240A-R04-C42	A
SA530X3XB03295-A98240A-R04-C43	B
SA530X3XB03295-A98240A-R04-C44	A
SA530X3XB03295-A98240A-R04-C45	C
SA530X3XB03295-A98240A-R04-C46	A
SA530X3XB03295-A98240A-R04-C47	A
SA530X3XB03295-A98240A-R04-C48	A
SA530X3XB03295-A98240A-R04-C49	A
SA530X3XB03295-A98240A-R04-C50	A
SA530X3XB03295-A98240A-R04-C51	B
SA530X3XB03295-A98240A-R04-C55	C
SA530X3XB03295-A98240A-R04-C62	C
SA530X3XB03295-A98240A-R05-C07	A
SA530X3XB03295-A98240A-R05-C11	B
SA530X3XB03295-A98240A-R05-C13	A
SA530X3XB03295-A98240A-R05-C15	A
SA530X3XB03295-A98240A-R05-C16	B
SA530X3XB03295-A98240A-R05-C20	None
SA530X3XB03295-A98240A-R05-C24	A
SA530X3XB03295-A98240A-R05-C25	A
SA530X3XB03295-A98240A-R05-C26	B
SA530X3XB03295-A98240A-R05-C33	A
SA530X3XB03295-A98240A-R05-C35	A
SA530X3XB03295-A98240A-R05-C36	B
SA530X3XB03295-A98240A-R05-C37	C
SA530X3XB03295-A98240A-R05-C38	B
SA530X3XB03295-A98240A-R05-C40	B
SA530X3XB03295-A98240A-R05-C41	A
SA530X3XB03295-A98240A-R05-C42	A
SA530X3XB03295-A98240A-R05-C43	B
SA530X3XB03295-A98240A-R05-C45	A
SA530X3XB03295-A98240A-R05-C47	A
SA530X3XB03295-A98240A-R05-C48	B
SA530X3XB03295-A98240A-R05-C52	B
SA530X3XB03295-A98240A-R05-C53	A
SA530X3XB03295-A98240A-R05-C54	A
SA530X3XB03295-A98240A-R05-C56	B
SA530X3XB03295-A98240A-R05-C62	B
SA530X3XB03295-A98240A-R06-C10	A
SA530X3XB03295-A98240A-R06-C12	A
SA530X3XB03295-A98240A-R06-C15	C
SA530X3XB03295-A98240A-R06-C18	A
SA530X3XB03295-A98240A-R06-C21	A
SA530X3XB03295-A98240A-R06-C23	C
SA530X3XB03295-A98240A-R06-C24	B
SA530X3XB03295-A98240A-R06-C26	A
SA530X3XB03295-A98240A-R06-C30	B
SA530X3XB03295-A98240A-R06-C35	C
SA530X3XB03295-A98240A-R06-C37	C
SA530X3XB03295-A98240A-R06-C38	A
SA530X3XB03295-A98240A-R06-C39	A
SA530X3XB03295-A98240A-R06-C40	A
SA530X3XB03295-A98240A-R06-C41	B
SA530X3XB03295-A98240A-R06-C42	A
SA530X3XB03295-A98240A-R06-C44	C
SA530X3XB03295-A98240A-R06-C45	B
SA530X3XB03295-A98240A-R06-C46	A
SA530X3XB03295-A98240A-R06-C48	B
SA530X3XB03295-A98240A-R06-C50	None
SA530X3XB03295-A98240A-R06-C53	A
SA530X3XB03295-A98240A-R06-C54	C
SA530X3XB03295-A98240A-R06-C55	C
SA530X3XB03295-A98240A-R06-C56	C
SA530X3XB03295-A98240A-R06-C57	A
SA530X3XB03295-A98240A-R06-C60	C
SA530X3XB03295-A98240A-R06-C63	B
SA530X3XB03295-A98240A-R06-C67	B
SA530X3XB03295-A98240A-R07-C11	C
SA530X3XB03295-A98240A-R07-C12	C
SA530X3XB03295-A98240A-R07-C13	A
SA530X3XB03295-A98240A-R07-C15	A
SA530X3XB03295-A98240A-R07-C17	C
SA530X3XB03295-A98240A-R07-C21	B
SA530X3XB03295-A98240A-R07-C22	B
SA530X3XB03295-A98240A-R07-C24	A
SA530X3XB03295-A98240A-R07-C25	None
SA530X3XB03295-A98240A-R07-C27	None
SA530X3XB03295-A98240A-R07-C28	A
SA530X3XB03295-A98240A-R07-C29	B
SA530X3XB03295-A98240A-R07-C31	C
SA530X3XB03295-A98240A-R07-C32	B
SA530X3XB03295-A98240A-R07-C34	B
SA530X3XB03295-A98240A-R07-C35	B
SA530X3XB03295-A98240A-R07-C36	C
SA530X3XB03295-A98240A-R07-C37	C
SA530X3XB03295-A98240A-R07-C41	C
SA530X3XB03295-A98240A-R07-C43	B
SA530X3XB03295-A98240A-R07-C44	A
