cell_id	clone_id
SA1096AX1XB02034-A95717A-R03-C43	B
SA1096AX1XB02034-A95717A-R03-C55	B
SA1096AX1XB02034-A95717A-R03-C57	B
SA1096AX1XB02034-A95717A-R04-C42	B
SA1096AX1XB02034-A95717A-R04-C45	B
SA1096AX1XB02034-A95717A-R04-C47	B
SA1096AX1XB02034-A95717A-R04-C54	B
SA1096AX1XB02034-A95717A-R04-C57	B
SA1096AX1XB02034-A95717A-R04-C58	B
SA1096AX1XB02034-A95717A-R04-C59	B
SA1096AX1XB02034-A95717A-R04-C60	B
SA1096AX1XB02034-A95717A-R04-C62	B
SA1096AX1XB02034-A95717A-R04-C63	B
SA1096AX1XB02034-A95717A-R04-C64	B
SA1096AX1XB02034-A95717A-R04-C66	B
SA1096AX1XB02034-A95717A-R05-C38	B
SA1096AX1XB02034-A95717A-R05-C44	B
SA1096AX1XB02034-A95717A-R05-C45	B
SA1096AX1XB02034-A95717A-R05-C62	B
SA1096AX1XB02034-A95717A-R05-C64	B
SA1096AX1XB02034-A95717A-R05-C66	B
SA1096AX1XB02034-A95717A-R05-C67	B
SA1096AX1XB02034-A95717A-R05-C69	B
SA1096AX1XB02034-A95717A-R05-C70	B
SA1096AX1XB02034-A95717A-R06-C44	B
SA1096AX1XB02034-A95717A-R06-C59	B
SA1096AX1XB02034-A95717A-R06-C60	B
SA1096AX1XB02034-A95717A-R06-C69	B
SA1096AX1XB02034-A95717A-R07-C42	B
SA1096AX1XB02034-A95717A-R07-C56	B
SA1096AX1XB02034-A95717A-R07-C64	B
SA1096AX1XB02034-A95717A-R07-C69	B
SA1096AX1XB02034-A95717A-R08-C58	B
SA1096AX1XB02034-A95717A-R08-C62	B
SA1096AX1XB02034-A95717A-R08-C66	B
SA1096AX1XB02034-A95717A-R08-C67	B
SA1096AX1XB02034-A95717A-R09-C50	A
SA1096AX1XB02034-A95717A-R09-C66	B
SA1096AX1XB02034-A95717A-R11-C47	B
SA1096AX1XB02034-A95717A-R11-C48	B
SA1096AX1XB02034-A95717A-R11-C51	B
SA1096AX1XB02034-A95717A-R11-C54	B
SA1096AX1XB02034-A95717A-R11-C55	B
SA1096AX1XB02034-A95717A-R11-C58	B
SA1096AX1XB02034-A95717A-R11-C59	B
SA1096AX1XB02034-A95717A-R11-C60	B
SA1096AX1XB02034-A95717A-R11-C61	A
SA1096AX1XB02034-A95717A-R11-C67	B
SA1096AX1XB02034-A95717A-R11-C69	B
SA1096AX1XB02034-A95717A-R12-C48	A
SA1096AX1XB02034-A95717A-R12-C49	B
SA1096AX1XB02034-A95717A-R12-C55	B
SA1096AX1XB02034-A95717A-R12-C56	B
SA1096AX1XB02034-A95717A-R12-C60	B
SA1096AX1XB02034-A95717A-R12-C63	B
SA1096AX1XB02034-A95717A-R13-C37	B
SA1096AX1XB02034-A95717A-R13-C47	B
SA1096AX1XB02034-A95717A-R13-C48	A
SA1096AX1XB02034-A95717A-R13-C56	B
SA1096AX1XB02034-A95717A-R14-C31	B
SA1096AX1XB02034-A95717A-R14-C37	B
SA1096AX1XB02034-A95717A-R14-C39	B
SA1096AX1XB02034-A95717A-R14-C42	B
SA1096AX1XB02034-A95717A-R14-C46	B
SA1096AX1XB02034-A95717A-R14-C48	B
SA1096AX1XB02034-A95717A-R14-C50	B
SA1096AX1XB02034-A95717A-R14-C51	B
SA1096AX1XB02034-A95717A-R14-C59	B
SA1096AX1XB02034-A95717A-R14-C61	B
SA1096AX1XB02034-A95717A-R14-C62	B
SA1096AX1XB02034-A95717A-R14-C66	B
SA1096AX1XB02034-A95717A-R14-C70	B
SA1096AX1XB02034-A95717A-R15-C35	B
SA1096AX1XB02034-A95717A-R15-C38	B
SA1096AX1XB02034-A95717A-R15-C39	B
SA1096AX1XB02034-A95717A-R15-C42	B
SA1096AX1XB02034-A95717A-R15-C46	B
SA1096AX1XB02034-A95717A-R15-C47	B
SA1096AX1XB02034-A95717A-R15-C48	B
SA1096AX1XB02034-A95717A-R15-C51	B
SA1096AX1XB02034-A95717A-R15-C57	B
SA1096AX1XB02034-A95717A-R15-C60	B
SA1096AX1XB02034-A95717A-R15-C61	A
SA1096AX1XB02034-A95717A-R15-C63	B
SA1096AX1XB02034-A95717A-R15-C64	B
SA1096AX1XB02034-A95717A-R16-C28	B
SA1096AX1XB02034-A95717A-R16-C31	B
SA1096AX1XB02034-A95717A-R16-C38	B
SA1096AX1XB02034-A95717A-R16-C40	B
SA1096AX1XB02034-A95717A-R16-C41	B
SA1096AX1XB02034-A95717A-R16-C42	B
SA1096AX1XB02034-A95717A-R16-C47	B
SA1096AX1XB02034-A95717A-R16-C49	B
SA1096AX1XB02034-A95717A-R16-C50	B
SA1096AX1XB02034-A95717A-R16-C51	B
SA1096AX1XB02034-A95717A-R16-C63	B
SA1096AX1XB02034-A95717A-R16-C66	B
SA1096AX1XB02034-A95717A-R17-C34	B
SA1096AX1XB02034-A95717A-R17-C35	B
SA1096AX1XB02034-A95717A-R18-C29	B
SA1096AX1XB02034-A95717A-R18-C30	B
SA1096AX1XB02034-A95717A-R18-C31	B
SA1096AX1XB02034-A95717A-R18-C34	B
SA1096AX1XB02034-A95717A-R18-C35	B
SA1096AX1XB02034-A95717A-R18-C40	A
SA1096AX1XB02034-A95717A-R18-C46	B
SA1096AX1XB02034-A95717A-R18-C47	B
SA1096AX1XB02034-A95717A-R18-C56	B
SA1096AX1XB02034-A95717A-R18-C59	B
SA1096AX1XB02034-A95717A-R18-C61	A
SA1096AX1XB02034-A95717A-R18-C64	B
SA1096AX1XB02034-A95717A-R18-C67	B
SA1096AX1XB02034-A95717A-R19-C23	B
SA1096AX1XB02034-A95717A-R19-C39	A
SA1096AX1XB02034-A95717A-R19-C47	B
SA1096AX1XB02034-A95717A-R19-C49	B
SA1096AX1XB02034-A95717A-R19-C55	B
SA1096AX1XB02034-A95717A-R19-C57	B
SA1096AX1XB02034-A95717A-R19-C70	B
SA1096AX1XB02034-A95717A-R20-C08	B
SA1096AX1XB02034-A95717A-R20-C13	B
SA1096AX1XB02034-A95717A-R20-C32	B
SA1096AX1XB02034-A95717A-R20-C33	B
SA1096AX1XB02034-A95717A-R20-C42	B
SA1096AX1XB02034-A95717A-R20-C43	B
SA1096AX1XB02034-A95717A-R20-C51	B
SA1096AX1XB02034-A95717A-R20-C52	B
SA1096AX1XB02034-A95717A-R20-C58	B
SA1096AX1XB02034-A95717A-R20-C63	B
SA1096AX1XB02034-A95717A-R21-C17	B
SA1096AX1XB02034-A95717A-R21-C18	B
SA1096AX1XB02034-A95717A-R21-C19	B
SA1096AX1XB02034-A95717A-R21-C26	B
SA1096AX1XB02034-A95717A-R21-C30	B
SA1096AX1XB02034-A95717A-R21-C35	B
SA1096AX1XB02034-A95717A-R21-C43	B
SA1096AX1XB02034-A95717A-R21-C49	B
SA1096AX1XB02034-A95717A-R21-C51	B
SA1096AX1XB02034-A95717A-R21-C54	B
SA1096AX1XB02034-A95717A-R21-C59	B
SA1096AX1XB02034-A95717A-R21-C61	B
SA1096AX1XB02034-A95717A-R21-C63	B
SA1096AX1XB02034-A95717A-R22-C09	B
SA1096AX1XB02034-A95717A-R22-C10	B
SA1096AX1XB02034-A95717A-R22-C36	B
SA1096AX1XB02034-A95717A-R22-C37	B
SA1096AX1XB02034-A95717A-R22-C45	B
SA1096AX1XB02034-A95717A-R22-C48	B
SA1096AX1XB02034-A95717A-R22-C59	B
SA1096AX1XB02034-A95717A-R22-C69	B
SA1096AX1XB02034-A95717A-R23-C07	A
SA1096AX1XB02034-A95717A-R23-C14	B
SA1096AX1XB02034-A95717A-R23-C17	B
SA1096AX1XB02034-A95717A-R23-C18	B
SA1096AX1XB02034-A95717A-R23-C19	B
SA1096AX1XB02034-A95717A-R23-C23	B
SA1096AX1XB02034-A95717A-R23-C26	B
SA1096AX1XB02034-A95717A-R23-C27	B
SA1096AX1XB02034-A95717A-R23-C32	B
SA1096AX1XB02034-A95717A-R23-C37	B
SA1096AX1XB02034-A95717A-R23-C42	B
SA1096AX1XB02034-A95717A-R23-C44	B
SA1096AX1XB02034-A95717A-R23-C50	B
SA1096AX1XB02034-A95717A-R23-C56	B
SA1096AX1XB02034-A95717A-R23-C58	B
SA1096AX1XB02034-A95717A-R23-C59	B
SA1096AX1XB02034-A95717A-R23-C60	B
SA1096AX1XB02034-A95717A-R23-C66	B
SA1096AX1XB02034-A95717A-R24-C14	B
SA1096AX1XB02034-A95717A-R24-C16	B
SA1096AX1XB02034-A95717A-R24-C17	A
SA1096AX1XB02034-A95717A-R24-C25	B
SA1096AX1XB02034-A95717A-R24-C38	B
SA1096AX1XB02034-A95717A-R24-C39	B
SA1096AX1XB02034-A95717A-R24-C43	B
SA1096AX1XB02034-A95717A-R24-C48	B
SA1096AX1XB02034-A95717A-R24-C59	A
SA1096AX1XB02034-A95717A-R24-C60	B
SA1096AX1XB02034-A95717A-R24-C64	B
SA1096AX1XB02034-A95717A-R24-C66	B
SA1096AX1XB02034-A95717A-R25-C07	B
SA1096AX1XB02034-A95717A-R25-C08	B
SA1096AX1XB02034-A95717A-R25-C14	B
SA1096AX1XB02034-A95717A-R25-C17	B
SA1096AX1XB02034-A95717A-R25-C18	B
SA1096AX1XB02034-A95717A-R25-C19	B
SA1096AX1XB02034-A95717A-R25-C21	B
SA1096AX1XB02034-A95717A-R25-C23	B
