cell_id	clone_id
SA1188-A118357B-R45-C11	I
SA1188-A118357B-R45-C17	I
SA1188-A118357B-R45-C19	K
SA1188-A118357B-R45-C20	K
SA1188-A118357B-R45-C21	C
SA1188-A118357B-R45-C25	E
SA1188-A118357B-R45-C26	I
SA1188-A118357B-R45-C30	C
SA1188-A118357B-R45-C32	K
SA1188-A118357B-R45-C33	C
SA1188-A118357B-R45-C35	I
SA1188-A118357B-R45-C38	C
SA1188-A118357B-R45-C44	J
SA1188-A118357B-R45-C47	C
SA1188-A118357B-R45-C48	C
SA1188-A118357B-R45-C49	E
SA1188-A118357B-R45-C56	K
SA1188-A118357B-R45-C57	C
SA1188-A118357B-R45-C58	C
SA1188-A118357B-R45-C59	C
SA1188-A118357B-R45-C60	C
SA1188-A118357B-R45-C63	C
SA1188-A118357B-R45-C67	I
SA1188-A118357B-R45-C68	I
SA1188-A118357B-R45-C70	K
SA1188-A118357B-R46-C08	None
SA1188-A118357B-R46-C10	K
SA1188-A118357B-R46-C12	E
SA1188-A118357B-R46-C13	K
SA1188-A118357B-R46-C16	C
SA1188-A118357B-R46-C18	I
SA1188-A118357B-R46-C19	K
SA1188-A118357B-R46-C21	K
SA1188-A118357B-R46-C23	E
SA1188-A118357B-R46-C38	K
SA1188-A118357B-R46-C39	K
SA1188-A118357B-R46-C40	K
SA1188-A118357B-R46-C41	I
SA1188-A118357B-R46-C43	I
SA1188-A118357B-R46-C45	C
SA1188-A118357B-R46-C46	C
SA1188-A118357B-R46-C47	C
SA1188-A118357B-R46-C49	K
SA1188-A118357B-R46-C51	C
SA1188-A118357B-R46-C54	C
SA1188-A118357B-R46-C56	C
SA1188-A118357B-R46-C58	I
SA1188-A118357B-R46-C59	C
SA1188-A118357B-R46-C64	C
SA1188-A118357B-R46-C69	C
SA1188-A118357B-R46-C70	I
SA1188-A118357B-R47-C07	C
SA1188-A118357B-R47-C13	I
SA1188-A118357B-R47-C17	K
SA1188-A118357B-R47-C20	E
SA1188-A118357B-R47-C21	I
SA1188-A118357B-R47-C23	E
SA1188-A118357B-R47-C24	C
SA1188-A118357B-R47-C40	C
SA1188-A118357B-R47-C43	I
SA1188-A118357B-R47-C44	None
SA1188-A118357B-R47-C54	K
SA1188-A118357B-R47-C55	C
SA1188-A118357B-R47-C58	D
SA1188-A118357B-R47-C67	C
SA1188-A118357B-R47-C69	C
SA1188-A118357B-R47-C70	I
SA1188-A118357B-R48-C07	K
SA1188-A118357B-R48-C11	E
SA1188-A118357B-R48-C13	C
SA1188-A118357B-R48-C14	E
SA1188-A118357B-R48-C15	E
SA1188-A118357B-R48-C18	C
SA1188-A118357B-R48-C23	C
SA1188-A118357B-R48-C24	K
SA1188-A118357B-R48-C25	H
SA1188-A118357B-R48-C29	C
SA1188-A118357B-R48-C30	I
SA1188-A118357B-R48-C32	K
SA1188-A118357B-R48-C33	K
SA1188-A118357B-R48-C37	C
SA1188-A118357B-R48-C44	C
SA1188-A118357B-R48-C45	E
SA1188-A118357B-R48-C51	I
SA1188-A118357B-R48-C52	C
SA1188-A118357B-R48-C54	C
SA1188-A118357B-R48-C60	I
SA1188-A118357B-R48-C66	E
SA1188-A118357B-R48-C69	C
SA1188-A118357B-R49-C07	K
SA1188-A118357B-R49-C08	I
SA1188-A118357B-R49-C09	None
SA1188-A118357B-R49-C11	C
SA1188-A118357B-R49-C12	I
SA1188-A118357B-R49-C14	I
SA1188-A118357B-R49-C15	C
SA1188-A118357B-R49-C16	C
SA1188-A118357B-R49-C18	C
SA1188-A118357B-R49-C22	None
SA1188-A118357B-R49-C24	C
SA1188-A118357B-R49-C27	I
SA1188-A118357B-R49-C28	K
SA1188-A118357B-R49-C30	I
SA1188-A118357B-R49-C32	C
SA1188-A118357B-R49-C34	K
SA1188-A118357B-R49-C35	I
SA1188-A118357B-R49-C36	C
SA1188-A118357B-R49-C39	K
SA1188-A118357B-R49-C41	I
SA1188-A118357B-R49-C43	K
SA1188-A118357B-R49-C44	K
SA1188-A118357B-R49-C51	C
SA1188-A118357B-R49-C56	C
SA1188-A118357B-R49-C58	C
SA1188-A118357B-R49-C59	C
SA1188-A118357B-R49-C60	I
SA1188-A118357B-R49-C63	K
SA1188-A118357B-R49-C64	K
SA1188-A118357B-R49-C66	C
SA1188-A118357B-R49-C67	C
SA1188-A118357B-R50-C10	I
SA1188-A118357B-R50-C11	I
SA1188-A118357B-R50-C14	None
SA1188-A118357B-R50-C16	C
SA1188-A118357B-R50-C17	E
SA1188-A118357B-R50-C20	K
SA1188-A118357B-R50-C21	K
SA1188-A118357B-R50-C22	K
SA1188-A118357B-R50-C26	C
SA1188-A118357B-R50-C27	K
SA1188-A118357B-R50-C29	K
SA1188-A118357B-R50-C30	K
SA1188-A118357B-R50-C31	C
SA1188-A118357B-R50-C32	K
SA1188-A118357B-R50-C38	K
SA1188-A118357B-R50-C44	None
SA1188-A118357B-R50-C49	C
SA1188-A118357B-R50-C50	C
SA1188-A118357B-R50-C53	K
SA1188-A118357B-R50-C54	C
SA1188-A118357B-R50-C58	K
SA1188-A118357B-R50-C64	C
SA1188-A118357B-R51-C08	I
SA1188-A118357B-R51-C10	C
SA1188-A118357B-R51-C13	E
SA1188-A118357B-R51-C15	K
SA1188-A118357B-R51-C16	C
SA1188-A118357B-R51-C28	K
SA1188-A118357B-R51-C31	None
SA1188-A118357B-R51-C32	K
SA1188-A118357B-R51-C34	D
SA1188-A118357B-R51-C35	I
SA1188-A118357B-R51-C36	I
SA1188-A118357B-R51-C41	C
SA1188-A118357B-R51-C47	I
SA1188-A118357B-R51-C48	C
SA1188-A118357B-R51-C49	K
SA1188-A118357B-R51-C57	I
SA1188-A118357B-R51-C58	I
SA1188-A118357B-R51-C62	K
SA1188-A118357B-R51-C66	K
SA1188-A118357B-R51-C67	C
SA1188-A118357B-R52-C07	I
SA1188-A118357B-R52-C12	I
SA1188-A118357B-R52-C13	I
SA1188-A118357B-R52-C15	C
SA1188-A118357B-R52-C17	I
SA1188-A118357B-R52-C19	C
SA1188-A118357B-R52-C24	E
SA1188-A118357B-R52-C27	C
SA1188-A118357B-R52-C28	C
SA1188-A118357B-R52-C30	C
SA1188-A118357B-R52-C38	C
SA1188-A118357B-R52-C42	C
SA1188-A118357B-R52-C43	K
SA1188-A118357B-R52-C44	I
SA1188-A118357B-R52-C45	K
SA1188-A118357B-R52-C47	I
SA1188-A118357B-R52-C50	I
SA1188-A118357B-R52-C51	I
SA1188-A118357B-R52-C55	C
SA1188-A118357B-R52-C59	I
SA1188-A118357B-R52-C60	K
SA1188-A118357B-R52-C66	I
SA1188-A118357B-R52-C67	K
SA1188-A118357B-R52-C69	I
SA1188-A118357B-R53-C07	C
SA1188-A118357B-R53-C08	C
SA1188-A118357B-R53-C09	C
SA1188-A118357B-R53-C11	None
SA1188-A118357B-R53-C13	None
SA1188-A118357B-R53-C14	E
SA1188-A118357B-R53-C15	I
SA1188-A118357B-R53-C18	C
SA1188-A118357B-R53-C20	C
SA1188-A118357B-R53-C21	K
SA1188-A118357B-R53-C27	C
SA1188-A118357B-R53-C28	K
SA1188-A118357B-R53-C31	C
SA1188-A118357B-R53-C34	K
SA1188-A118357B-R53-C38	C
SA1188-A118357B-R53-C40	C
SA1188-A118357B-R53-C46	K
SA1188-A118357B-R53-C47	C
SA1188-A118357B-R53-C51	C
SA1188-A118357B-R53-C53	I
SA1188-A118357B-R53-C55	I
SA1188-A118357B-R53-C59	K
SA1188-A118357B-R53-C60	I
SA1188-A118357B-R53-C61	C
SA1188-A118357B-R53-C64	C
SA1188-A118357B-R53-C65	I
SA1188-A118357B-R53-C68	C
SA1188-A118357B-R54-C07	C
SA1188-A118357B-R54-C08	C
SA1188-A118357B-R54-C09	C
SA1188-A118357B-R54-C11	I
SA1188-A118357B-R54-C15	C
SA1188-A118357B-R54-C18	C
SA1188-A118357B-R54-C26	C
SA1188-A118357B-R54-C27	C
SA1188-A118357B-R54-C29	I
SA1188-A118357B-R54-C30	D
SA1188-A118357B-R54-C36	C
SA1188-A118357B-R54-C42	K
SA1188-A118357B-R54-C45	C
SA1188-A118357B-R54-C60	I
SA1188-A118357B-R54-C61	K
SA1188-A118357B-R54-C63	I
SA1188-A118357B-R54-C67	C
SA1188-A118357B-R54-C69	K
SA1188-A118357B-R54-C70	K
SA1188-A118357B-R55-C07	K
SA1188-A118357B-R55-C12	C
SA1188-A118357B-R55-C21	C
SA1188-A118357B-R55-C25	C
SA1188-A118357B-R55-C27	K
SA1188-A118357B-R55-C29	C
SA1188-A118357B-R55-C30	C
SA1188-A118357B-R55-C31	E
SA1188-A118357B-R55-C35	C
SA1188-A118357B-R55-C41	K
SA1188-A118357B-R55-C42	None
SA1188-A118357B-R55-C49	K
SA1188-A118357B-R55-C50	C
SA1188-A118357B-R55-C55	C
SA1188-A118357B-R55-C63	K
SA1188-A118357B-R55-C64	C
SA1188-A118357B-R55-C66	D
SA1188-A118357B-R56-C12	K
SA1188-A118357B-R56-C13	E
SA1188-A118357B-R56-C14	C
SA1188-A118357B-R56-C18	E
SA1188-A118357B-R56-C19	C
SA1188-A118357B-R56-C20	C
SA1188-A118357B-R56-C22	K
SA1188-A118357B-R56-C25	K
SA1188-A118357B-R56-C26	C
SA1188-A118357B-R56-C34	None
SA1188-A118357B-R56-C35	I
SA1188-A118357B-R56-C37	I
SA1188-A118357B-R56-C39	C
SA1188-A118357B-R56-C42	I
SA1188-A118357B-R56-C44	I
SA1188-A118357B-R56-C47	I
SA1188-A118357B-R56-C50	I
SA1188-A118357B-R56-C52	K
SA1188-A118357B-R56-C56	D
SA1188-A118357B-R56-C57	K
SA1188-A118357B-R56-C58	E
SA1188-A118357B-R56-C60	C
SA1188-A118357B-R56-C62	I
SA1188-A118357B-R56-C65	K
SA1188-A118357B-R56-C68	K
SA1188-A118357B-R56-C70	C
SA1188-A118357B-R57-C07	C
SA1188-A118357B-R57-C08	I
SA1188-A118357B-R57-C09	C
SA1188-A118357B-R57-C12	C
SA1188-A118357B-R57-C14	K
SA1188-A118357B-R57-C16	I
SA1188-A118357B-R57-C18	I
SA1188-A118357B-R57-C19	C
SA1188-A118357B-R57-C21	C
SA1188-A118357B-R57-C26	C
SA1188-A118357B-R57-C28	E
SA1188-A118357B-R57-C30	K
SA1188-A118357B-R57-C32	K
SA1188-A118357B-R57-C33	K
SA1188-A118357B-R57-C34	C
SA1188-A118357B-R57-C36	I
SA1188-A118357B-R57-C41	C
SA1188-A118357B-R57-C43	C
