cell_id	clone_id
SA1035X4XB02879-A95626A-R03-C22	J
SA1035X4XB02879-A95626A-R03-C24	K
SA1035X4XB02879-A95626A-R03-C31	A
SA1035X4XB02879-A95626A-R03-C37	A
SA1035X4XB02879-A95626A-R03-C44	I
SA1035X4XB02879-A95626A-R03-C45	J
SA1035X4XB02879-A95626A-R03-C50	J
SA1035X4XB02879-A95626A-R03-C52	J
SA1035X4XB02879-A95626A-R03-C53	J
SA1035X4XB02879-A95626A-R03-C54	E
SA1035X4XB02879-A95626A-R03-C58	J
SA1035X4XB02879-A95626A-R03-C62	J
SA1035X4XB02879-A95626A-R04-C07	J
SA1035X4XB02879-A95626A-R04-C21	J
SA1035X4XB02879-A95626A-R04-C23	K
SA1035X4XB02879-A95626A-R04-C43	J
SA1035X4XB02879-A95626A-R04-C59	J
SA1035X4XB02879-A95626A-R05-C07	J
SA1035X4XB02879-A95626A-R05-C18	J
SA1035X4XB02879-A95626A-R05-C22	J
SA1035X4XB02879-A95626A-R05-C29	J
SA1035X4XB02879-A95626A-R05-C30	K
SA1035X4XB02879-A95626A-R05-C40	J
SA1035X4XB02879-A95626A-R05-C49	None
SA1035X4XB02879-A95626A-R05-C53	J
SA1035X4XB02879-A95626A-R06-C22	K
SA1035X4XB02879-A95626A-R06-C29	J
SA1035X4XB02879-A95626A-R06-C39	J
SA1035X4XB02879-A95626A-R06-C60	J
SA1035X4XB02879-A95626A-R06-C61	J
SA1035X4XB02879-A95626A-R07-C15	K
SA1035X4XB02879-A95626A-R07-C20	J
SA1035X4XB02879-A95626A-R07-C23	K
SA1035X4XB02879-A95626A-R07-C24	H
SA1035X4XB02879-A95626A-R07-C27	J
SA1035X4XB02879-A95626A-R07-C29	J
SA1035X4XB02879-A95626A-R07-C56	H
SA1035X4XB02879-A95626A-R07-C58	J
SA1035X4XB02879-A95626A-R08-C36	J
SA1035X4XB02879-A95626A-R08-C42	E
SA1035X4XB02879-A95626A-R08-C48	None
SA1035X4XB02879-A95626A-R08-C60	J
SA1035X4XB02879-A95626A-R08-C61	A
SA1035X4XB02879-A95626A-R09-C12	K
SA1035X4XB02879-A95626A-R09-C20	J
SA1035X4XB02879-A95626A-R09-C50	J
SA1035X4XB02879-A95626A-R09-C59	K
SA1035X4XB02879-A95626A-R10-C15	J
SA1035X4XB02879-A95626A-R10-C25	J
SA1035X4XB02879-A95626A-R10-C32	J
SA1035X4XB02879-A95626A-R10-C33	J
SA1035X4XB02879-A95626A-R11-C09	J
SA1035X4XB02879-A95626A-R11-C14	J
SA1035X4XB02879-A95626A-R11-C24	J
SA1035X4XB02879-A95626A-R11-C30	J
SA1035X4XB02879-A95626A-R11-C35	J
SA1035X4XB02879-A95626A-R11-C36	J
SA1035X4XB02879-A95626A-R11-C37	J
SA1035X4XB02879-A95626A-R11-C39	E
SA1035X4XB02879-A95626A-R11-C41	J
SA1035X4XB02879-A95626A-R11-C49	D
SA1035X4XB02879-A95626A-R11-C50	J
SA1035X4XB02879-A95626A-R11-C51	J
SA1035X4XB02879-A95626A-R11-C54	J
SA1035X4XB02879-A95626A-R11-C55	None
SA1035X4XB02879-A95626A-R11-C63	K
SA1035X4XB02879-A95626A-R11-C65	K
SA1035X4XB02879-A95626A-R12-C08	J
SA1035X4XB02879-A95626A-R12-C09	J
SA1035X4XB02879-A95626A-R12-C10	J
SA1035X4XB02879-A95626A-R12-C11	J
SA1035X4XB02879-A95626A-R12-C15	H
SA1035X4XB02879-A95626A-R12-C18	J
SA1035X4XB02879-A95626A-R12-C23	J
SA1035X4XB02879-A95626A-R12-C24	J
SA1035X4XB02879-A95626A-R12-C26	E
SA1035X4XB02879-A95626A-R12-C27	J
SA1035X4XB02879-A95626A-R12-C28	J
SA1035X4XB02879-A95626A-R12-C29	K
SA1035X4XB02879-A95626A-R12-C31	J
SA1035X4XB02879-A95626A-R12-C34	J
SA1035X4XB02879-A95626A-R12-C37	J
SA1035X4XB02879-A95626A-R12-C40	K
SA1035X4XB02879-A95626A-R12-C42	H
SA1035X4XB02879-A95626A-R12-C44	H
SA1035X4XB02879-A95626A-R12-C45	J
SA1035X4XB02879-A95626A-R12-C47	K
SA1035X4XB02879-A95626A-R12-C48	I
SA1035X4XB02879-A95626A-R12-C49	J
SA1035X4XB02879-A95626A-R12-C51	K
