cell_id	clone_id
SA1052BX1XB01516-A96207B-R35-C32	B
SA1052BX1XB01516-A96207B-R35-C37	B
SA1052BX1XB01516-A96207B-R35-C40	B
SA1052BX1XB01516-A96207B-R35-C56	B
SA1052BX1XB01516-A96207B-R35-C57	B
SA1052BX1XB01516-A96207B-R35-C58	B
SA1052BX1XB01516-A96207B-R35-C61	B
SA1052BX1XB01516-A96207B-R35-C66	B
SA1052BX1XB01516-A96207B-R35-C69	B
SA1052BX1XB01516-A96207B-R35-C70	B
SA1052BX1XB01516-A96207B-R36-C09	B
SA1052BX1XB01516-A96207B-R36-C12	B
SA1052BX1XB01516-A96207B-R36-C14	B
SA1052BX1XB01516-A96207B-R36-C22	B
SA1052BX1XB01516-A96207B-R36-C23	B
SA1052BX1XB01516-A96207B-R36-C27	B
SA1052BX1XB01516-A96207B-R36-C28	C
SA1052BX1XB01516-A96207B-R36-C30	B
SA1052BX1XB01516-A96207B-R36-C31	B
SA1052BX1XB01516-A96207B-R36-C32	B
SA1052BX1XB01516-A96207B-R36-C44	B
SA1052BX1XB01516-A96207B-R36-C45	B
SA1052BX1XB01516-A96207B-R36-C54	B
SA1052BX1XB01516-A96207B-R36-C57	B
SA1052BX1XB01516-A96207B-R36-C60	B
SA1052BX1XB01516-A96207B-R36-C62	B
SA1052BX1XB01516-A96207B-R36-C66	B
SA1052BX1XB01516-A96207B-R36-C67	C
SA1052BX1XB01516-A96207B-R37-C15	B
SA1052BX1XB01516-A96207B-R37-C24	B
SA1052BX1XB01516-A96207B-R37-C26	B
SA1052BX1XB01516-A96207B-R37-C34	B
SA1052BX1XB01516-A96207B-R37-C41	B
SA1052BX1XB01516-A96207B-R37-C42	B
SA1052BX1XB01516-A96207B-R37-C48	C
SA1052BX1XB01516-A96207B-R37-C52	B
SA1052BX1XB01516-A96207B-R37-C53	B
SA1052BX1XB01516-A96207B-R37-C58	B
SA1052BX1XB01516-A96207B-R37-C61	B
SA1052BX1XB01516-A96207B-R37-C63	B
SA1052BX1XB01516-A96207B-R38-C09	B
SA1052BX1XB01516-A96207B-R38-C23	B
SA1052BX1XB01516-A96207B-R38-C27	B
SA1052BX1XB01516-A96207B-R38-C29	B
SA1052BX1XB01516-A96207B-R38-C31	B
SA1052BX1XB01516-A96207B-R38-C32	B
SA1052BX1XB01516-A96207B-R38-C43	B
SA1052BX1XB01516-A96207B-R38-C45	B
SA1052BX1XB01516-A96207B-R38-C46	B
SA1052BX1XB01516-A96207B-R38-C51	B
SA1052BX1XB01516-A96207B-R38-C52	B
SA1052BX1XB01516-A96207B-R38-C56	B
SA1052BX1XB01516-A96207B-R38-C57	B
SA1052BX1XB01516-A96207B-R38-C66	B
SA1052BX1XB01516-A96207B-R38-C68	B
SA1052BX1XB01516-A96207B-R38-C70	B
SA1052BX1XB01516-A96207B-R39-C14	B
SA1052BX1XB01516-A96207B-R39-C20	B
SA1052BX1XB01516-A96207B-R39-C34	C
SA1052BX1XB01516-A96207B-R39-C37	B
SA1052BX1XB01516-A96207B-R39-C38	B
SA1052BX1XB01516-A96207B-R39-C45	B
SA1052BX1XB01516-A96207B-R39-C46	B
SA1052BX1XB01516-A96207B-R39-C47	B
SA1052BX1XB01516-A96207B-R39-C56	B
SA1052BX1XB01516-A96207B-R39-C67	B
SA1052BX1XB01516-A96207B-R40-C35	B
SA1052BX1XB01516-A96207B-R40-C43	B
SA1052BX1XB01516-A96207B-R40-C50	B
SA1052BX1XB01516-A96207B-R40-C54	B
SA1052BX1XB01516-A96207B-R40-C56	B
SA1052BX1XB01516-A96207B-R40-C58	B
SA1052BX1XB01516-A96207B-R40-C59	B
SA1052BX1XB01516-A96207B-R40-C63	B
SA1052BX1XB01516-A96207B-R40-C66	B
SA1052BX1XB01516-A96207B-R40-C67	B
SA1052BX1XB01516-A96207B-R40-C68	B
SA1052BX1XB01516-A96207B-R42-C13	B
SA1052BX1XB01516-A96207B-R42-C16	B
SA1052BX1XB01516-A96207B-R42-C22	B
SA1052BX1XB01516-A96207B-R42-C38	B
SA1052BX1XB01516-A96207B-R42-C49	B
SA1052BX1XB01516-A96207B-R43-C11	B
SA1052BX1XB01516-A96207B-R43-C26	B
SA1052BX1XB01516-A96207B-R43-C48	B
SA1052BX1XB01516-A96207B-R43-C55	B
