cell_id	clone_id
SA535X5XB02895-A96233A-R04-C46	J
SA535X5XB02895-A96233A-R04-C48	E
SA535X5XB02895-A96233A-R04-C49	J
SA535X5XB02895-A96233A-R04-C51	J
SA535X5XB02895-A96233A-R04-C52	J
SA535X5XB02895-A96233A-R04-C54	E
SA535X5XB02895-A96233A-R04-C57	J
SA535X5XB02895-A96233A-R04-C58	J
SA535X5XB02895-A96233A-R04-C59	J
SA535X5XB02895-A96233A-R04-C63	K
SA535X5XB02895-A96233A-R04-C64	J
SA535X5XB02895-A96233A-R04-C65	J
SA535X5XB02895-A96233A-R04-C66	J
SA535X5XB02895-A96233A-R04-C67	J
SA535X5XB02895-A96233A-R04-C68	B
SA535X5XB02895-A96233A-R04-C70	J
SA535X5XB02895-A96233A-R05-C10	J
SA535X5XB02895-A96233A-R05-C11	D
SA535X5XB02895-A96233A-R05-C14	J
SA535X5XB02895-A96233A-R05-C17	J
SA535X5XB02895-A96233A-R05-C18	J
SA535X5XB02895-A96233A-R05-C19	J
SA535X5XB02895-A96233A-R05-C23	J
SA535X5XB02895-A96233A-R05-C25	E
SA535X5XB02895-A96233A-R05-C27	J
SA535X5XB02895-A96233A-R05-C31	E
SA535X5XB02895-A96233A-R05-C32	J
SA535X5XB02895-A96233A-R05-C33	J
SA535X5XB02895-A96233A-R05-C34	J
SA535X5XB02895-A96233A-R05-C35	E
SA535X5XB02895-A96233A-R05-C36	J
SA535X5XB02895-A96233A-R05-C37	H
SA535X5XB02895-A96233A-R05-C41	J
SA535X5XB02895-A96233A-R05-C43	H
SA535X5XB02895-A96233A-R05-C45	None
SA535X5XB02895-A96233A-R05-C46	None
SA535X5XB02895-A96233A-R05-C50	J
SA535X5XB02895-A96233A-R05-C55	J
SA535X5XB02895-A96233A-R05-C58	B
SA535X5XB02895-A96233A-R05-C59	D
SA535X5XB02895-A96233A-R05-C63	J
SA535X5XB02895-A96233A-R05-C64	J
SA535X5XB02895-A96233A-R05-C65	J
SA535X5XB02895-A96233A-R05-C66	J
SA535X5XB02895-A96233A-R05-C67	J
SA535X5XB02895-A96233A-R05-C69	H
SA535X5XB02895-A96233A-R06-C07	B
SA535X5XB02895-A96233A-R06-C09	J
SA535X5XB02895-A96233A-R06-C11	None
SA535X5XB02895-A96233A-R06-C12	B
SA535X5XB02895-A96233A-R06-C13	D
SA535X5XB02895-A96233A-R06-C15	J
SA535X5XB02895-A96233A-R06-C16	J
SA535X5XB02895-A96233A-R06-C19	None
SA535X5XB02895-A96233A-R06-C20	J
SA535X5XB02895-A96233A-R06-C22	B
SA535X5XB02895-A96233A-R06-C23	J
SA535X5XB02895-A96233A-R06-C24	B
SA535X5XB02895-A96233A-R06-C25	J
SA535X5XB02895-A96233A-R06-C28	J
SA535X5XB02895-A96233A-R06-C37	J
SA535X5XB02895-A96233A-R06-C38	B
SA535X5XB02895-A96233A-R06-C39	J
SA535X5XB02895-A96233A-R06-C40	None
SA535X5XB02895-A96233A-R06-C41	J
SA535X5XB02895-A96233A-R06-C42	J
SA535X5XB02895-A96233A-R06-C43	J
SA535X5XB02895-A96233A-R06-C45	J
SA535X5XB02895-A96233A-R06-C47	J
SA535X5XB02895-A96233A-R06-C54	J
SA535X5XB02895-A96233A-R06-C56	J
SA535X5XB02895-A96233A-R06-C58	H
SA535X5XB02895-A96233A-R06-C60	B
SA535X5XB02895-A96233A-R06-C62	D
SA535X5XB02895-A96233A-R06-C63	J
SA535X5XB02895-A96233A-R06-C66	J
SA535X5XB02895-A96233A-R06-C67	J
SA535X5XB02895-A96233A-R06-C68	D
SA535X5XB02895-A96233A-R06-C69	J
SA535X5XB02895-A96233A-R07-C10	J
SA535X5XB02895-A96233A-R07-C13	B
SA535X5XB02895-A96233A-R07-C15	B
SA535X5XB02895-A96233A-R07-C16	J
SA535X5XB02895-A96233A-R07-C18	J
SA535X5XB02895-A96233A-R07-C21	B
SA535X5XB02895-A96233A-R07-C25	J
SA535X5XB02895-A96233A-R07-C28	E
SA535X5XB02895-A96233A-R07-C29	J
SA535X5XB02895-A96233A-R07-C32	J
SA535X5XB02895-A96233A-R07-C33	J
SA535X5XB02895-A96233A-R07-C36	J
SA535X5XB02895-A96233A-R07-C37	J
SA535X5XB02895-A96233A-R07-C40	E
SA535X5XB02895-A96233A-R07-C42	J
SA535X5XB02895-A96233A-R07-C46	J
SA535X5XB02895-A96233A-R07-C47	J
SA535X5XB02895-A96233A-R07-C48	B
SA535X5XB02895-A96233A-R07-C49	J
SA535X5XB02895-A96233A-R07-C51	J
SA535X5XB02895-A96233A-R07-C52	None
SA535X5XB02895-A96233A-R07-C53	H
SA535X5XB02895-A96233A-R07-C54	J
SA535X5XB02895-A96233A-R07-C55	J
SA535X5XB02895-A96233A-R07-C57	B
SA535X5XB02895-A96233A-R07-C58	J
SA535X5XB02895-A96233A-R07-C60	B
SA535X5XB02895-A96233A-R07-C61	H
SA535X5XB02895-A96233A-R07-C62	J
SA535X5XB02895-A96233A-R07-C64	J
SA535X5XB02895-A96233A-R07-C67	J
SA535X5XB02895-A96233A-R07-C68	J
SA535X5XB02895-A96233A-R07-C69	D
SA535X5XB02895-A96233A-R07-C70	J
SA535X5XB02895-A96233A-R08-C08	H
SA535X5XB02895-A96233A-R08-C10	J
SA535X5XB02895-A96233A-R08-C13	E
SA535X5XB02895-A96233A-R08-C15	J
SA535X5XB02895-A96233A-R08-C16	J
SA535X5XB02895-A96233A-R08-C17	J
SA535X5XB02895-A96233A-R08-C21	J
SA535X5XB02895-A96233A-R08-C22	J
SA535X5XB02895-A96233A-R08-C24	J
SA535X5XB02895-A96233A-R08-C27	J
SA535X5XB02895-A96233A-R08-C32	J
SA535X5XB02895-A96233A-R08-C33	J
SA535X5XB02895-A96233A-R08-C35	J
SA535X5XB02895-A96233A-R08-C36	J
SA535X5XB02895-A96233A-R08-C37	J
SA535X5XB02895-A96233A-R08-C39	H
SA535X5XB02895-A96233A-R08-C41	J
SA535X5XB02895-A96233A-R08-C42	J
SA535X5XB02895-A96233A-R08-C48	None
SA535X5XB02895-A96233A-R08-C50	J
SA535X5XB02895-A96233A-R08-C54	J
SA535X5XB02895-A96233A-R08-C55	J
SA535X5XB02895-A96233A-R08-C58	J
