cell_id	clone_id
SA605X3XB01966-A118368B-R40-C23	B
SA605X3XB01966-A118368B-R41-C66	B
SA605X3XB01966-A118368B-R41-C69	B
SA605X3XB01966-A118368B-R43-C63	B
SA605X3XB01966-A118368B-R43-C67	B
SA605X3XB01966-A118368B-R44-C09	B
SA605X3XB01966-A118368B-R44-C25	B
SA605X3XB01966-A118368B-R45-C63	B
SA605X3XB01966-A118368B-R47-C37	B
SA605X3XB01966-A118368B-R47-C38	B
SA605X3XB01966-A118368B-R47-C51	B
SA605X3XB01966-A118368B-R48-C20	B
SA605X3XB01966-A118368B-R48-C28	B
SA605X3XB01966-A118368B-R48-C41	B
SA605X3XB01966-A118368B-R49-C07	B
SA605X3XB01966-A118368B-R49-C42	B
SA605X3XB01966-A118368B-R49-C52	B
SA605X3XB01966-A118368B-R50-C22	B
SA605X3XB01966-A118368B-R50-C56	A
SA605X3XB01966-A118368B-R51-C14	B
SA605X3XB01966-A118368B-R51-C17	B
SA605X3XB01966-A118368B-R51-C24	B
SA605X3XB01966-A118368B-R51-C47	A
SA605X3XB01966-A118368B-R51-C54	A
SA605X3XB01966-A118368B-R52-C14	B
SA605X3XB01966-A118368B-R52-C15	B
SA605X3XB01966-A118368B-R52-C28	B
SA605X3XB01966-A118368B-R52-C32	B
SA605X3XB01966-A118368B-R52-C50	B
SA605X3XB01966-A118368B-R52-C57	B
SA605X3XB01966-A118368B-R55-C61	B
SA605X3XB01966-A118368B-R56-C39	B
SA605X3XB01966-A118368B-R56-C48	B
SA605X3XB01966-A118368B-R57-C18	A
SA605X3XB01966-A118368B-R57-C33	B
SA605X3XB01966-A118368B-R57-C35	B
SA605X3XB01966-A118368B-R57-C43	B
SA605X3XB01966-A118368B-R57-C50	B
SA605X3XB01966-A118368B-R57-C59	B
SA605X3XB01966-A118368B-R57-C60	B
SA605X3XB01966-A118368B-R57-C62	B
SA605X3XB01966-A118368B-R58-C09	B
SA605X3XB01966-A118368B-R58-C28	A
SA605X3XB01966-A118368B-R58-C34	B
SA605X3XB01966-A118368B-R58-C39	B
SA605X3XB01966-A118368B-R58-C43	B
SA605X3XB01966-A118368B-R58-C51	B
SA605X3XB01966-A118368B-R58-C54	B
SA605X3XB01966-A118368B-R59-C16	B
SA605X3XB01966-A118368B-R59-C17	A
SA605X3XB01966-A118368B-R60-C34	B
SA605X3XB01966-A118368B-R61-C12	B
SA605X3XB01966-A118368B-R61-C39	B
SA605X3XB01966-A118368B-R61-C64	B
SA605X3XB01966-A118368B-R62-C39	A
SA605X3XB01966-A118368B-R62-C41	A
SA605X3XB01966-A118368B-R62-C54	B
SA605X3XB01966-A118368B-R62-C67	B
SA605X3XB01966-A118368B-R63-C65	B
SA605X3XB01966-A118368B-R64-C14	A
SA605X3XB01966-A118368B-R65-C31	B
SA605X3XB01966-A118368B-R65-C56	B
SA605X3XB01966-A118368B-R67-C10	B
SA605X3XB01966-A118368B-R67-C65	B
SA605X3XB01966-A118368B-R70-C61	A
